ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1901888	regulation of cell junction assembly	59/2625	195/18862	2.64923496640072e-09	1.45212830503425e-06	1.12752996520497e-06	RCC2/EPHB2/COL16A1/CLDN19/ADGRL2/NRP1/LRRTM3/DLG5/SLIT1/PTPRJ/VSTM5/NECTIN1/CLSTN3/RAP1B/SLITRK1/SLITRK6/GPC6/LRFN5/TJP1/FMN1/THBS1/PEAK1/IQGAP1/NTN1/BCAS3/ROCK2/NRXN1/WDPCP/MAP4K4/CLASP1/FZD5/SRC/RUNX1/LRRN1/FAM107A/ROBO2/EPHA3/PHLDB2/EPHB1/CLSTN2/NLGN1/CLDN1/IL1RAP/GRID2/PDLIM5/RAPGEF2/MEF2C/EFNA5/VEGFA/TPBG/EPHA7/UBE2V2/PTK2/PTPRD/TEK/NTRK2/GPM6B/IL1RAPL2/SLITRK4	59
GO:0001667	ameboidal-type cell migration	113/2625	473/18862	2.82377891110209e-09	1.45212830503425e-06	1.12752996520497e-06	PIK3CD/RCC2/WASF2/PHACTR4/S100A2/RAB13/PTGS2/ATP2B4/SRGAP2/TGFB2/DUSP10/AKT3/GATA3/NRP1/MMRN2/DOCK1/PRCP/SP1/KITLG/DCN/P2RX4/SCARB1/EDNRB/PRKD1/THBS1/FGF7/PML/SOX8/CDH5/MARVELD3/PLCG2/CDH13/BCAS3/MAP3K3/SMURF2/PTPRM/CDH2/CCBE1/ROCK2/SLC8A1/PRKCE/RTN4/WDPCP/BMP10/ATOH8/MAP4K4/CLASP1/ACVR1/DPP4/FAP/NRP2/ERBB4/SP100/OVOL2/RIN2/SRC/CD40/BMP7/PPARG/TGFBR2/PTPRG/ADAMTS9/FOXP1/ROBO1/SEMA5B/PIK3CB/PFN2/SLIT2/CXCL13/ANXA3/EGF/VEGFC/ARSB/MEF2C/FER/MCC/FGF1/RREB1/EDN1/VEGFA/TPBG/SASH1/CCR6/RADIL/HDAC9/BMPER/SEMA3C/SEMA3E/SEMA3A/SEMA3D/MET/MIR129-1/STC1/PTK2B/ADGRA2/BAG4/FGFR1/SOX17/ANGPT1/ENPP2/HAS2/PTK2/KANK1/TEK/MIR204/ANXA1/TGFBR1/KLF4/EPB41L4B/DAB2IP/TIMP1/PAK3/AGTR2	113
GO:0001763	morphogenesis of a branching structure	56/2625	186/18862	8.10516155450541e-09	3.73604372229583e-06	2.90091532105018e-06	RERE/CTNNBIP1/CSF1/PBX1/NRP1/COL13A1/DLG5/FGFR2/LGR4/WT1/MDK/DRD2/ST14/LRP6/LRRK2/NTN4/TBX3/SPRY2/COL4A1/FOXA1/FGF7/PML/SOX8/NOG/LAMA1/BCL2/RTN4/BCL11A/GLI2/ACVR1/FZD5/SRC/TGM2/BMP7/TGFBR2/DAG1/CASR/MAP3K13/SLIT2/EGF/FGF1/EDN1/VEGFA/EPHA7/RSPO3/ESR1/GLI3/SEMA3C/SEMA3E/SEMA3A/MET/GRHL2/RSPO2/EXT1/TNC/AGTR2	56
GO:1903131	mononuclear cell differentiation	100/2625	411/18862	8.47587297231269e-09	3.73604372229583e-06	2.90091532105018e-06	PIK3CD/CTNNBIP1/PLA2G2D/RUNX3/VCAM1/CSF1/CD2/IFI16/SLAMF6/FCER1G/TNFSF18/SOX13/BATF3/HLX/DUSP10/ITPKB/NLRP3/KLF6/IL2RA/GATA3/ZMIZ1/MDK/PTPRJ/MS4A1/BATF2/ZBTB16/CRTAM/GPR68/RORA/IL4R/PLCG2/IRF8/PIK3R6/TBX21/MALT1/BCL2/STK11/BCL3/RSAD2/SOS1/CYP26B1/MERTK/GLI2/SP3/FZD5/DOCK10/INPP5D/HDAC4/MAFB/PREX1/RUNX1/TRPM2/PPARG/PLCL2/EOMES/TGFBR2/CMTM7/FOXP1/NFKBIZ/RABL3/CD86/RBPJ/IL2/IL21/IL15/TMEM131L/IL7R/PTGER4/PIK3R1/F2RL1/AP3B1/CAMK4/IRF1/NDFIP1/SPINK5/CD74/ITK/DOCK2/CD83/HLA-B/HLA-DRA/HLA-DRB1/HLA-DOA/BAK1/VEGFA/PRDM1/ATG5/CCR6/CARD11/HDAC9/GLI3/CDK6/PTK2B/TPD52/RIPK2/IFNB1/IFNW1/IFNA2/ANXA1/SYK	100
GO:0030217	T cell differentiation	68/2625	246/18862	1.0833054866845e-08	4.45671877222005e-06	3.46049584237745e-06	PIK3CD/PLA2G2D/RUNX3/CD2/SLAMF6/FCER1G/TNFSF18/SOX13/HLX/DUSP10/ITPKB/NLRP3/IL2RA/GATA3/ZMIZ1/MDK/ZBTB16/CRTAM/RORA/IL4R/PIK3R6/TBX21/MALT1/BCL2/STK11/BCL3/RSAD2/SOS1/CYP26B1/GLI2/SP3/FZD5/MAFB/PREX1/RUNX1/EOMES/TGFBR2/FOXP1/NFKBIZ/RABL3/CD86/IL2/IL21/IL15/TMEM131L/IL7R/PTGER4/AP3B1/CAMK4/IRF1/SPINK5/CD74/ITK/DOCK2/CD83/HLA-DRA/HLA-DRB1/HLA-DOA/PRDM1/ATG5/CCR6/CARD11/GLI3/RIPK2/IFNB1/IFNA2/ANXA1/SYK	68
GO:0031346	positive regulation of cell projection organization	87/2625	344/18862	1.15732265973643e-08	4.46364883327096e-06	3.46587680731595e-06	WASF2/NEGR1/LPAR3/NGF/PLXNA2/NRP1/CAPRIN1/MDK/ARAP1/MAP6/FEZ1/EPS8/AVIL/GRIP1/PLXNC1/P2RX7/SLITRK1/PRKD1/RAB8B/IQGAP1/CX3CL1/IST1/NTN1/TRPV2/BCAS3/CDC42EP4/SEPTIN9/STK11/ARHGAP35/ALK/CDC42EP3/CCDC88A/ITGA6/EPHA4/HDAC4/CBFA2T2/SRC/BMP7/TIAM1/KCTD17/CDC42EP1/ROBO2/ROBO1/EPHA3/KALRN/CLRN1/PRKCI/NLGN1/MAP3K13/HTT/SLIT2/RUFY3/SCARB2/RAPGEF2/GPM6A/TENM3/PIK3R1/MAP1B/F2RL1/ARSB/APC/CDKL3/TENM2/RREB1/RIPOR2/CARMIL1/VEGFA/BMP5/TIAM2/COBL/AUTS2/LIMK1/MAGI2/CUX1/RELN/PLXNA4/PTK2B/UBE2V2/RP1/STMN2/ENPP2/PTPRD/NTRK2/TGFBR1/DAB2IP/PAK3/TENM1	87
GO:0042110	T cell activation	111/2625	474/18862	1.26278105582333e-08	4.58389523263867e-06	3.55924418954042e-06	TNFRSF14/PIK3CD/PLA2G2D/RUNX3/GLMN/VCAM1/CD2/SPTA1/SLAMF6/FCER1G/XCL1/TNFSF18/SOX13/CD55/HLX/DUSP10/ITPKB/ZP4/NLRP3/IL2RA/GATA3/APBB1IP/DLG5/ZMIZ1/GPAM/CD44/MDK/CD5/SCGB1A1/ZBTB16/CRTAM/SLC7A1/HSPH1/LCP1/TNFSF13B/RORA/IL4R/NOD2/PIK3R6/TBX21/MALT1/BCL2/STK11/CD70/ICAM1/BCL3/RSAD2/SOS1/CYP26B1/GLI2/DPP4/SP3/CASP8/ICOS/FZD5/PRNP/SRC/MAFB/PREX1/RUNX1/EOMES/TGFBR2/SELENOK/FOXP1/NFKBIZ/RABL3/CD86/IL12A/PPP3CA/IL2/IL21/IL15/TMEM131L/IL7R/PTGER4/PIK3R1/F2RL1/AP3B1/CAMK4/IRF1/NDFIP1/SPINK5/CD74/ITK/DOCK2/CD83/RIPOR2/HLA-E/HLA-DRA/HLA-DRB1/HLA-DOA/HLA-DPA1/HLA-DPB1/PRDM1/ATG5/CCR6/CARD11/GLI3/KIF13B/IDO1/PAG1/RIPK2/CD274/IFNB1/IFNW1/IFNA2/ANXA1/SYK/GSN/MSN/PAK3	111
GO:0010632	regulation of epithelial cell migration	77/2625	293/18862	1.36093360630071e-08	4.66573404693426e-06	3.62278934262036e-06	PIK3CD/PTGS2/ATP2B4/TGFB2/DUSP10/AKT3/GATA3/NRP1/MMRN2/DOCK1/PRCP/SP1/DCN/P2RX4/SCARB1/PRKD1/THBS1/FGF7/MARVELD3/PLCG2/BCAS3/MAP3K3/PTPRM/CCBE1/ROCK2/PRKCE/RTN4/BMP10/ATOH8/MAP4K4/CLASP1/NRP2/SP100/RIN2/SRC/CD40/PPARG/TGFBR2/PTPRG/ADAMTS9/FOXP1/PIK3CB/PFN2/SLIT2/CXCL13/ANXA3/EGF/VEGFC/ARSB/MEF2C/MCC/FGF1/RREB1/EDN1/VEGFA/SASH1/CCR6/HDAC9/BMPER/SEMA3A/MET/MIR129-1/STC1/PTK2B/ADGRA2/FGFR1/ANGPT1/ENPP2/HAS2/PTK2/TEK/MIR204/ANXA1/KLF4/EPB41L4B/DAB2IP/AGTR2	77
GO:0060333	interferon-gamma-mediated signaling pathway	34/2625	91/18862	2.04747309595005e-08	6.64997709216199e-06	5.16348893781975e-06	GBP1/GBP2/VCAM1/CD44/NCAM1/OAS1/OAS3/OAS2/OASL/PML/CIITA/NLRC5/IRF8/ICAM1/IFI30/NR1H2/SUMO1/SP100/PPARG/PARP14/CAMK2D/IRF1/HLA-F/HLA-H/HLA-E/HLA-B/HLA-DRA/HLA-DRB5/HLA-DRB1/HLA-DQA1/HLA-DQB1/HLA-DPA1/HLA-DPB1/JAK2	34
GO:0060284	regulation of cell development	112/2625	485/18862	2.43857913639427e-08	7.52423592534453e-06	5.84232222571933e-06	SKI/RCC2/EPHB2/LPAR3/GBP1/NGF/TNR/PLXNA2/DUSP10/NRP1/ZNF365/EGR2/DOCK1/ASCL2/ARNTL/CAPRIN1/MDK/MAP6/TENM4/DRD2/SORL1/PDE3A/LRRK2/DIP2B/PLXNC1/RNF6/EDNRB/SLITRK1/DCT/GPR68/DICER1/FBN1/PRTG/SOX8/CX3CL1/CDH5/IST1/NTN1/TRPV2/NOG/BCL2/STK11/LDLR/ACTN4/ROCK2/RTN4/BCL11A/LRP2/FRZB/EPHA4/SERPINE2/HDAC4/PLCB1/NKX2-2/PREX1/BMP7/TIAM1/CRKL/PPARG/THRB/GORASP1/DAG1/ROBO2/ROBO1/GSK3B/SEMA5B/KALRN/PRKCI/MAP3K13/SLIT2/CLOCK/RUFY3/PPP3CA/AP1AR/FGB/RAPGEF2/VEGFC/MAP1B/EFNA5/MAN2A1/CDKL3/CTNNA1/RREB1/NEDD9/CARMIL1/VEGFA/EPHA7/UFL1/OPRM1/TIAM2/HDAC9/GLI3/LIMK1/SEMA3C/SEMA3E/SEMA3A/SEMA3D/CUX1/RELN/PTPRZ1/PLXNA4/XRCC2/ADGRA2/HAS2/TRIB1/KANK1/RFX3/PTPRD/NTRK2/BRINP1/PAEP/PAK3	112
GO:0022407	regulation of cell-cell adhesion	103/2625	437/18862	2.96834872653658e-08	8.72270475783679e-06	6.77289393643836e-06	TNFRSF14/PLA2G2D/RUNX3/GLMN/VCAM1/SPTA1/XCL1/SELE/TNFSF18/TNR/SOX13/CD55/HLX/DUSP10/ITPKB/ZP4/KIF26B/NLRP3/IL2RA/GATA3/PRKG1/DLG5/ZMIZ1/GPAM/CD44/MDK/CD5/SCGB1A1/ZBTB16/UBASH3B/CRTAM/SLC7A1/HSPH1/TNFSF13B/FOXA1/TJP1/IL4R/NOD2/CX3CL1/ADAMTS18/PIK3R6/TBX21/MALT1/FUT3/CD70/ICAM1/PLAUR/IL1RN/GLI2/DPP4/ICOS/SERPINE2/PRNP/SRC/BMP7/RUNX1/TGFBR2/SELENOK/MAGI1/NFKBIZ/CD86/IL12A/CXCL13/IL2/IL21/IL15/TMEM131L/FGB/TENM3/IL7R/PIK3R1/AP3B1/EFNA5/MEGF10/IRF1/NDFIP1/CD74/BMP6/CD83/RIPOR2/HLA-E/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/VEGFA/EPHA7/CARD11/GLI3/IDO1/PAG1/RIPK2/HAS2/PTK2/JAK2/CD274/IFNB1/IFNA2/ANXA1/SYK/KLF4/AKNA/PAK3	103
GO:0045580	regulation of T cell differentiation	46/2625	146/18862	3.72172377605051e-08	1.04394351918217e-05	8.10587876965642e-06	RUNX3/CD2/TNFSF18/SOX13/HLX/DUSP10/ITPKB/NLRP3/IL2RA/GATA3/ZMIZ1/MDK/ZBTB16/CRTAM/IL4R/PIK3R6/TBX21/MALT1/SOS1/CYP26B1/GLI2/RUNX1/TGFBR2/NFKBIZ/CD86/IL2/IL15/TMEM131L/IL7R/AP3B1/CAMK4/IRF1/SPINK5/CD74/CD83/HLA-DRA/HLA-DRB1/HLA-DOA/PRDM1/CARD11/GLI3/RIPK2/IFNB1/IFNA2/ANXA1/SYK	46
GO:0022604	regulation of cell morphogenesis	78/2625	305/18862	3.92452193672656e-08	1.05296629876259e-05	8.1759376915237e-06	RCC2/CAPZB/MFSD2A/GBP1/SPTA1/PLXNA2/RHOU/NRP1/DOCK1/CAPRIN1/CD44/MDK/ARAP1/EPS8/GRIP1/PLXNC1/FGD6/WASF3/SYNE3/ATP10A/MYO9A/CFDP1/CCL3/FMNL1/CDC42EP4/EPB41L3/SYT4/ICAM1/UNC13A/ACTN4/ARHGAP35/MYH14/CDC42EP3/BCL11A/WDPCP/ARHGAP15/FMNL2/PRPF40A/EPHA4/SRC/PREX1/TIAM1/CRKL/CDC42EP1/DAG1/KALRN/MAP3K13/AP1AR/SH3D19/FGB/MYO10/EFNA5/CDKL3/RREB1/NEDD9/CARMIL1/VEGFA/PHIP/PRKN/SEMA3E/SMURF1/CUX1/RELN/STRIP2/PLXNA4/PRAG1/PTK2B/ENPP2/HAS2/PTK2/KANK1/PTPRD/ANXA1/PALM2AKAP2/LPAR1/SH3KBP1/MSN/PAK3	78
GO:0090132	epithelium migration	88/2625	360/18862	5.23600228926349e-08	1.34630708862687e-05	1.04536326406699e-05	PIK3CD/S100A2/RAB13/PTGS2/ATP2B4/TGFB2/DUSP10/AKT3/GATA3/NRP1/MMRN2/DOCK1/PRCP/SP1/DCN/P2RX4/SCARB1/PRKD1/THBS1/FGF7/CDH5/MARVELD3/PLCG2/CDH13/BCAS3/MAP3K3/PTPRM/CCBE1/ROCK2/PRKCE/RTN4/WDPCP/BMP10/ATOH8/MAP4K4/CLASP1/DPP4/FAP/NRP2/SP100/RIN2/SRC/CD40/PPARG/TGFBR2/PTPRG/ADAMTS9/FOXP1/ROBO1/PIK3CB/PFN2/SLIT2/CXCL13/ANXA3/EGF/VEGFC/ARSB/MEF2C/MCC/FGF1/RREB1/EDN1/VEGFA/SASH1/CCR6/HDAC9/BMPER/SEMA3A/MET/MIR129-1/STC1/PTK2B/ADGRA2/FGFR1/GRHL2/ANGPT1/ENPP2/HAS2/PTK2/KANK1/TEK/MIR204/ANXA1/TGFBR1/KLF4/EPB41L4B/DAB2IP/AGTR2	88
