ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0051963	regulation of synapse assembly	23/1172	95/18862	1.24314689444279e-08	5.85358049897747e-06	4.92251620326333e-06	SEMA4A/LRRTM3/BDNF/VSTM5/LRFN5/FLRT2/CBLN1/CBLN2/NRXN1/OXTR/WNT7A/WNT5A/ROBO2/CLSTN2/NLGN1/EPHB3/PDLIM5/EPHA7/PPP1R9A/LRRN3/UBE2V2/NTRK2/IL1RAPL2	23
GO:0030198	extracellular matrix organization	55/1172	393/18862	1.29480121636368e-08	5.85358049897747e-06	4.92251620326333e-06	ANGPTL7/COL11A1/TNR/FMOD/NID1/LOXL4/COL2A1/MYF5/DCN/CPB2/COL4A2/FLRT2/SPINT1/FBN1/SMAD3/LOXL1/ACAN/ADAMTS17/ANTXR1/ITGB6/DPP4/ITGA4/COL3A1/COL5A2/BMP2/FBLN2/ADAMTS9/CD47/PHLDB2/CCDC80/OTOL1/SFRP2/TLL1/ADAMTS16/ADAMTS12/ITGA1/ADAMTS6/SPARC/ADAM19/ADTRP/COL12A1/COL28A1/COL1A2/LAMB1/LAMB4/CAV2/LOXL2/SULF1/MMP16/TNFRSF11B/COL14A1/COL22A1/RIC1/ADAMTSL1/TNC	55
GO:0043062	extracellular structure organization	55/1172	394/18862	1.41646813873429e-08	5.9110305020258e-06	4.97082826985784e-06	ANGPTL7/COL11A1/TNR/FMOD/NID1/LOXL4/COL2A1/MYF5/DCN/CPB2/COL4A2/FLRT2/SPINT1/FBN1/SMAD3/LOXL1/ACAN/ADAMTS17/ANTXR1/ITGB6/DPP4/ITGA4/COL3A1/COL5A2/BMP2/FBLN2/ADAMTS9/CD47/PHLDB2/CCDC80/OTOL1/SFRP2/TLL1/ADAMTS16/ADAMTS12/ITGA1/ADAMTS6/SPARC/ADAM19/ADTRP/COL12A1/COL28A1/COL1A2/LAMB1/LAMB4/CAV2/LOXL2/SULF1/MMP16/TNFRSF11B/COL14A1/COL22A1/RIC1/ADAMTSL1/TNC	55
GO:0014706	striated muscle tissue development	50/1172	351/18862	3.33789499363382e-08	1.22122799158498e-05	1.02698076459457e-05	HIVEP3/DMRTA2/TGFBR3/COL11A1/RGS4/CENPF/RYR2/PTEN/ANKRD1/SOX6/TENM4/YAP1/CDON/PKP2/MYF5/DCN/IGF1/TBX3/KLF5/MIR17HG/AKAP6/FOS/ALDH1A2/TPM1/SMAD3/ALPK3/AKAP13/MEF2A/MAP2K4/MYOCD/SLC8A1/SMYD1/FHL2/BMP2/WNT5A/ADAMTS9/KCNAB1/PDLIM5/LEF1/ISL1/MEGF10/ATG5/GJA1/HDAC9/SEMA3C/CAV2/MTPN/MYOM2/NRG1/ZFPM2	50
GO:0021537	telencephalon development	38/1172	231/18862	3.37666725783865e-08	1.22122799158498e-05	1.02698076459457e-05	SLC2A1/DMRTA2/DAB1/NOTCH2NLC/TNR/SRGAP2/DISC1/PTEN/DRD2/CDON/BCL11B/CCDC85C/IGF2BP1/NME1/CDH2/SLC8A1/COL3A1/BMP2/PLCB1/BTBD3/OXTR/WNT5A/ROBO2/EPHB3/LEF1/FAT4/DNAH5/DRD1/NEUROD6/INHBA/SEMA3A/LAMB1/FOXP2/CNTNAP2/TRAPPC9/NTRK2/AGTPBP1/LPAR1	38
GO:0050803	regulation of synapse structure or activity	36/1172	214/18862	4.28900579143402e-08	1.4542410261581e-05	1.22293099342599e-05	SEMA4A/DISC1/LRRTM3/PTEN/BDNF/VSTM5/DRD2/DNM1L/LRFN5/FLRT2/CBLN1/CDH8/CDH2/CBLN2/NRXN1/EPHA4/TIAM1/OXTR/WNT7A/WNT5A/ROBO2/KALRN/CLSTN2/NLGN1/EPHB3/PDLIM5/GPM6A/SPARC/EPHA7/PPP1R9A/LRRN3/CTTNBP2/UBE2V2/NTRK2/FRMPD4/IL1RAPL2	36
GO:0003012	muscle system process	59/1172	453/18862	5.40521513745458e-08	1.72489953651124e-05	1.4505388486519e-05	EDN2/PDE4B/RGS4/PARP1/RYR2/CTNNA3/PLCE1/SORBS1/ARHGAP42/DRD2/SCN2B/KCNA5/PKP2/ATP2B1/IGF1/TBX3/EDNRB/MIR17HG/AKAP6/BDKRB2/TPM1/SMAD3/AKAP13/MEF2A/HSBP1/MAP2K4/MYOCD/MAP2K3/MAP2K6/KCNJ2/SLC8A1/DYSF/CALCRL/PRKAG3/KCNE4/TIAM1/OXTR/STAC/PROK2/MYLK/FGF12/PPARGC1A/PDLIM5/EDNRA/ITGA1/PDE4D/MIR143/GLRA1/GJA1/UTRN/MYL10/PIK3CG/DOCK4/MTPN/MYOM2/SULF1/SNTB1/GSN/DMD	59
GO:0031589	cell-substrate adhesion	50/1172	359/18862	6.91555801713293e-08	2.08427234683034e-05	1.75275020153533e-05	AJAP1/SRGAP2/USH2A/DISC1/NID1/PTEN/SORBS1/ATRNL1/PTPRO/MYF5/ITGBL1/FERMT2/ACTN1/TRPM7/SMAD6/SMAD3/CORO2B/PEAK1/WDPCP/ANTXR1/MERTK/ITGB6/ITGA4/COL3A1/TMEFF2/CASS4/TIAM1/FBLN2/ADAMTS9/CD96/PHLDB2/CCDC80/PIK3CB/EPHB3/BST1/ADAMTS12/ITGA1/EDIL3/EFNA5/SPOCK1/SPRY4/PTPRK/UTRN/SEMA3E/SGCE/COL26A1/LAMB1/LAMB4/ANGPT1/ARHGAP6	50
GO:0030900	forebrain development	49/1172	357/18862	1.47398375195188e-07	4.20861150228366e-05	3.53919422767837e-05	SLC2A1/DMRTA2/DAB1/NOTCH2NLC/TNR/SRGAP2/DISC1/PTEN/DYNC2H1/DRD2/CDON/KCNC2/TBX3/GSX1/PCDH9/GSC/BCL11B/CCDC85C/ALDH1A2/IGF2BP1/NME1/CDH2/SLC8A1/COL3A1/BMP2/PLCB1/BTBD3/OXTR/WNT7A/WNT5A/ROBO2/EPHB3/PPARGC1A/LEF1/FAT4/SEMA5A/DNAH5/ISL1/DRD1/NEUROD6/INHBA/SEMA3A/LAMB1/FOXP2/CNTNAP2/TRAPPC9/NTRK2/AGTPBP1/LPAR1	49
GO:0006029	proteoglycan metabolic process	20/1172	87/18862	2.73466077638637e-07	7.41776735594803e-05	6.23790516045186e-05	COL11A1/TCF7L2/EXT2/COL2A1/DCN/IGF1/XYLT1/HS6ST1/BMP2/CTNNB1/PXYLP1/BMPR1B/NDST4/SPOCK3/ADAMTS12/CHSY3/UST/BPNT2/SULF1/HS6ST2	20
GO:0051965	positive regulation of synapse assembly	16/1172	58/18862	2.97802491994981e-07	7.69323104320368e-05	6.46955388624686e-05	SEMA4A/LRRTM3/BDNF/VSTM5/FLRT2/CBLN1/CBLN2/NRXN1/OXTR/WNT7A/CLSTN2/NLGN1/EPHB3/LRRN3/UBE2V2/NTRK2	16
GO:0007517	muscle organ development	44/1172	317/18862	4.61652911216969e-07	0.000113839411061457	9.57322352734135e-05	HIVEP3/DMRTA2/TGFBR3/COL11A1/CENPF/RYR2/ANKRD1/SOX6/TAGLN/CDON/PKP2/MYF5/DCN/IGF1/KLF5/FOS/GSC/TCF12/TPM1/SMAD3/BTBD1/MEF2A/MYOCD/SMYD1/BMP2/WNT5A/MYLK/MRAS/KCNAB1/LEF1/ISL1/MEGF10/MIR143/UTRN/HDAC9/SGCE/CAV2/MTPN/MYOM2/NRG1/JPH1/ZFPM2/CAVIN4/DMD	44
GO:0010975	regulation of neuron projection development	54/1172	428/18862	5.51431853175015e-07	0.000130065991455411	0.000109377833027941	DAB1/ROR1/LRRC7/SEMA4A/TNR/ABL2/MARK1/DISC1/PTEN/ANKRD1/BDNF/LRRC4C/TRPC6/PTPRO/DNM1L/PRKD1/NTRK3/NME1/CDH2/CHN1/HECW2/MAP2/EPHA4/TIAM1/WNT7A/GOLGA4/WNT5A/PTPRG/ROBO2/KALRN/PRKCI/TNIK/NLGN1/EPHB3/PDLIM5/SFRP2/SEMA5A/SPOCK1/FBXO38/TMEM30A/EPHA7/UST/HECW1/MAGI2/SEMA3C/SEMA3E/SEMA3A/PPP1R9A/PRAG1/UBE2V2/SDC2/CSMD3/NTRK2/LPAR1	54
GO:0001655	urogenital system development	44/1172	320/18862	6.01069160810123e-07	0.000135866674891455	0.000114255865918907	NFIA/NOTCH2/CENPF/NID1/BICC1/PTEN/PLCE1/YAP1/DYNC2H1/PTPRO/DCN/FOXA1/FBN1/ALDH1A2/SMAD6/SMAD3/MYOCD/SMAD2/SERPINB7/OSR1/SDC1/WDPCP/PAX8/EPHA4/TRAF3IP1/BMP2/CTNNB1/WNT5A/ROBO2/EPHB3/FAT4/IRX1/ADAMTS16/ADAMTS6/EPHA7/TBC1D32/ESR1/BMPER/MAGI2/AKR1B1/SULF1/ANGPT1/ANKS6/TNC	44
GO:0048738	cardiac muscle tissue development	32/1172	208/18862	1.83215214881996e-06	0.000397577016293931	0.000334338838441503	TGFBR3/COL11A1/RGS4/RYR2/PTEN/ANKRD1/SOX6/TENM4/YAP1/PKP2/IGF1/TBX3/MIR17HG/AKAP6/ALDH1A2/TPM1/ALPK3/AKAP13/MEF2A/MAP2K4/MYOCD/SLC8A1/FHL2/BMP2/WNT5A/ADAMTS9/PDLIM5/ISL1/ATG5/GJA1/NRG1/ZFPM2	32
GO:0035994	response to muscle stretch	9/1172	22/18862	3.18329479230782e-06	0.000664206701856536	0.000558558689468101	RYR2/ANKRD1/FOS/CDH2/SLC8A1/CTNNB1/NFKB1/GSN/DMD	9
GO:0006936	muscle contraction	45/1172	352/18862	3.37005411112809e-06	0.000677131242698885	0.000569427466574236	EDN2/PDE4B/RYR2/CTNNA3/PLCE1/SORBS1/ARHGAP42/DRD2/SCN2B/KCNA5/PKP2/ATP2B1/TBX3/EDNRB/BDKRB2/TPM1/HSBP1/MYOCD/MAP2K3/MAP2K6/KCNJ2/SLC8A1/DYSF/CALCRL/KCNE4/OXTR/STAC/PROK2/MYLK/FGF12/EDNRA/ITGA1/PDE4D/MIR143/GLRA1/GJA1/UTRN/MYL10/PIK3CG/DOCK4/MYOM2/SULF1/SNTB1/GSN/DMD	45
GO:0072001	renal system development	39/1172	288/18862	3.76657797915423e-06	0.000729774483461132	0.000613697329385505	NFIA/NOTCH2/CENPF/NID1/BICC1/PLCE1/YAP1/DYNC2H1/PTPRO/DCN/FBN1/ALDH1A2/SMAD6/SMAD3/MYOCD/SMAD2/SERPINB7/OSR1/SDC1/WDPCP/PAX8/EPHA4/TRAF3IP1/BMP2/CTNNB1/WNT5A/ROBO2/FAT4/IRX1/ADAMTS16/ADAMTS6/EPHA7/TBC1D32/BMPER/MAGI2/AKR1B1/SULF1/ANGPT1/ANKS6	39
GO:0051960	regulation of nervous system development	51/1172	422/18862	4.01510525926167e-06	0.000751101587292916	0.000631632166738297	NCMAP/YTHDF2/DMRTA2/DAB1/SEMA4A/TNR/DUSP10/DISC1/LRRTM3/PTEN/ASCL2/BDNF/TENM4/VSTM5/TRPC6/YAP1/DRD2/DNM1L/PRKCH/FLRT2/SPINT1/CBLN1/CBLN2/NRXN1/MAP2/XRCC5/EPHA4/BMP2/NKX2-2/TIAM1/OXTR/WNT7A/GOLGA4/CTNNB1/WNT5A/ROBO2/KALRN/CLSTN2/PRKCI/NLGN1/EPHB3/VEGFC/SEMA5A/EPHA7/SEMA3C/SEMA3E/SEMA3A/LRRN3/UBE2V2/NTRK2/TRIM32	51
GO:0045216	cell-cell junction organization	31/1172	209/18862	5.73048402353473e-06	0.0010362625275892	0.000871435710807001	PATJ/RDX/CADM1/PTPRO/PKP2/FERMT2/PRKCH/TJP1/TLN2/SMAD3/CDH8/SDK2/EPB41L3/CDH2/CDH20/FZD5/EPHA4/CTNNB1/NECTIN3/PRKCI/CLDN16/UGT8/CTNND2/CDH9/CDH6/GJA1/SDK1/CLDN23/GRHL2/WHRN/NLGN4X	31
GO:0051962	positive regulation of nervous system development	36/1172	263/18862	6.88224603761665e-06	0.0011872687774437	0.000998423066978608	DMRTA2/SEMA4A/DISC1/LRRTM3/BDNF/TENM4/VSTM5/DRD2/DNM1L/PRKCH/FLRT2/SPINT1/CBLN1/CBLN2/NRXN1/XRCC5/EPHA4/BMP2/NKX2-2/TIAM1/OXTR/WNT7A/GOLGA4/CTNNB1/ROBO2/KALRN/CLSTN2/PRKCI/NLGN1/EPHB3/VEGFC/SEMA5A/LRRN3/UBE2V2/NTRK2/TRIM32	36
GO:0001659	temperature homeostasis	27/1172	171/18862	7.00324440151124e-06	0.0011872687774437	0.000998423066978608	EDN2/NRDC/LEPR/FFAR4/DRD2/KSR2/EDNRB/DIO2/MAP2K6/LPIN1/PLCL1/GNAS/OXTR/PLCL2/PPARGC1A/PDGFC/NPR3/ARRDC3/LNPEP/PPARGC1B/GJA1/NOX3/NAPEPLD/ALDH1A1/SYK/PTGES/APLN	27
GO:0007009	plasma membrane organization	21/1172	115/18862	7.3664997111159e-06	0.00121100790705466	0.00101838627585251	CRB1/ANK3/PTEN/ANO3/ANO4/BAIAP2/EPB41L3/ATP8B1/OTOF/DYSF/CAVIN2/TMEFF2/FER1L4/PLSCR1/FAT4/BAIAP2L1/CAV2/WASL/XKR9/SH3GL2/GSN	21
GO:0060996	dendritic spine development	19/1172	98/18862	8.07848197885159e-06	0.00128899308044911	0.00108396721041309	SRGAP2/DISC1/PTEN/DNM1L/NCK2/EPHA4/TIAM1/WNT7A/KALRN/NLGN1/EPHB3/PDLIM5/CTNND2/PLK2/SDK1/PPP1R9A/WASL/LPAR1/ACSL4	19
GO:0016358	dendrite development	33/1172	234/18862	8.71650057743046e-06	0.00132085039606252	0.00111075733524811	RERE/DAB1/SRGAP2/MARK1/DISC1/PTEN/TRPC6/DNM1L/MEF2A/NCK2/HECW2/KLF7/MAP2/EPHA4/BTBD3/TIAM1/WNT7A/KALRN/TNIK/NLGN1/EPHB3/PDLIM5/CTNND2/PLK2/SDK1/HECW1/SEMA3A/PPP1R9A/WASL/SDC2/CSMD3/LPAR1/ACSL4	33
GO:0030111	regulation of Wnt signaling pathway	45/1172	365/18862	8.76509018585266e-06	0.00132085039606252	0.00111075733524811	TRABD2B/DISC1/BICC1/TCF7L2/DKK3/YAP1/PTPRO/GPC5/GSC/SMAD3/WWOX/IGFBP4/CDH2/CUL3/PSMF1/BMP2/APCDD1L/TIAM1/RBMS3/CTNNB1/LIMD1/WNT5A/RUVBL1/NFKB1/DKK2/LEF1/JADE1/TMEM131L/SFRP2/SEMA5A/CTNND2/ISL1/CSNK1G3/TMEM170B/CMAHP/RSPO3/ESR1/PRKN/HECW1/SULF1/STK3/TLE4/TLE1/SPIN1/ATP6AP2	45
GO:0051017	actin filament bundle assembly	25/1172	154/18862	9.22382218278196e-06	0.00135241176598898	0.00113729858720276	ARHGEF10L/FMN2/SORBS1/ARRB1/RDX/EPS8/FERMT2/ACTN1/TJP1/CGNL1/TPM1/SMAD3/CORO2B/BAIAP2/TMEFF2/CUL3/CD47/PHLDB2/SYNPO2/PTGER4/PRKN/PPP1R9A/BAIAP2L1/LPAR1/ARHGAP6	25
GO:0003015	heart process	38/1172	289/18862	9.99048512630274e-06	0.00142627320553138	0.00119941170463701	EDN2/PDE4B/RGS4/RYR2/CTNNA3/EXT2/YAP1/DRD2/SCN2B/KCNA5/DNM1L/PKP2/ATP2B1/TPM1/AKAP13/MEF2A/MAP2K3/CACNG5/MAP2K6/KCNJ2/SLC8A1/KCNE4/THRB/CACNA2D3/FGF12/KCNIP4/APELA/ISL1/PDE4D/ATG5/GJA1/SEMA3A/PIK3CG/TMEM65/GSN/DMD/APLN/ATP2B3	38
GO:0002092	positive regulation of receptor internalization	9/1172	25/18862	1.10311296650185e-05	0.00153445842135194	0.0012903890949579	SELE/ATAD1/ARRB1/DRD2/APELA/MAGI2/ANGPT1/SYK/APLN	9
GO:0001822	kidney development	37/1172	280/18862	1.16256985844558e-05	0.00157673537051682	0.00132594151750083	NOTCH2/CENPF/NID1/BICC1/PLCE1/YAP1/DYNC2H1/PTPRO/DCN/FBN1/ALDH1A2/SMAD6/SMAD3/SMAD2/SERPINB7/OSR1/SDC1/WDPCP/PAX8/EPHA4/TRAF3IP1/BMP2/CTNNB1/WNT5A/ROBO2/FAT4/IRX1/ADAMTS16/ADAMTS6/EPHA7/TBC1D32/BMPER/MAGI2/AKR1B1/SULF1/ANGPT1/ANKS6	37
GO:0061572	actin filament bundle organization	25/1172	158/18862	1.45734266852532e-05	0.00192831316506095	0.00162159772153755	ARHGEF10L/FMN2/SORBS1/ARRB1/RDX/EPS8/FERMT2/ACTN1/TJP1/CGNL1/TPM1/SMAD3/CORO2B/BAIAP2/TMEFF2/CUL3/CD47/PHLDB2/SYNPO2/PTGER4/PRKN/PPP1R9A/BAIAP2L1/LPAR1/ARHGAP6	25
GO:0048813	dendrite morphogenesis	23/1172	139/18862	1.50887923172147e-05	0.00194896900764023	0.00163896806773956	RERE/PTEN/TRPC6/DNM1L/MEF2A/HECW2/KLF7/MAP2/EPHA4/BTBD3/TIAM1/WNT7A/KALRN/TNIK/NLGN1/EPHB3/PDLIM5/CTNND2/HECW1/SEMA3A/PPP1R9A/WASL/SDC2	23
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	36/1172	273/18862	1.59053007541182e-05	0.00200665713002538	0.00168748037866214	DAB1/SELE/HMCN1/CRB1/PCDH15/LRRC4C/TENM4/FAT3/CADM1/PCDH9/LRFN5/CBLN1/CDH8/SDK2/PTPRM/CDH2/CDH20/BMP2/CNTN6/CNTN4/ROBO2/NECTIN3/IGSF11/CLSTN2/NLGN1/CLDN16/PCDH7/ADGRL3/FAT4/PALLD/CDH9/CDH6/TENM2/SDK1/CLDN23/PCDH11X	36
GO:0008038	neuron recognition	12/1172	46/18862	1.69270921539663e-05	0.0020406549985615	0.00171607058234597	OPCML/EPHA4/CNTN6/CNTN4/ROBO2/GAP43/EPHB3/PALLD/SEMA5A/SEMA3A/NRCAM/CNTNAP2	12
GO:0050919	negative chemotaxis	12/1172	46/18862	1.69270921539663e-05	0.0020406549985615	0.00171607058234597	SEMA4A/FLRT2/DPP4/WNT5A/ROBO2/UNC5C/SEMA5A/EPHA7/SEMA3C/SEMA3E/SEMA3A/NRG1	12
GO:0050770	regulation of axonogenesis	24/1172	151/18862	1.98808431904028e-05	0.00234464291973772	0.00197170650771637	DAB1/SEMA4A/TNR/DISC1/PTEN/BDNF/LRRC4C/CDH2/CHN1/MAP2/EPHA4/TIAM1/WNT7A/GOLGA4/WNT5A/ROBO2/EPHB3/SEMA5A/EPHA7/UST/SEMA3C/SEMA3E/SEMA3A/NTRK2	24
GO:0032970	regulation of actin filament-based process	46/1172	389/18862	2.06128144715995e-05	0.00237539992954487	0.0019975713402178	ARHGEF10L/PDE4B/NOTCH2/RGS4/ABL2/RYR2/CTNNA3/RDX/EPS8/CAPZA3/PKP2/FERMT2/SPTB/TJP1/CGNL1/TPM1/SMAD3/CORO2B/AKAP13/NTRK3/FLII/KCNJ2/BAIAP2/CDC42EP5/CDC42EP3/NCK2/TMEFF2/CD47/PHLDB2/BST1/SYNPO2/SEMA5A/PTGER4/PDE4D/PAM/EFNA5/PRKN/SEMA3E/PPP1R9A/BAIAP2L1/ARPC1A/WASL/MTPN/LPAR1/GSN/ARHGAP6	46
GO:0009612	response to mechanical stimulus	29/1172	202/18862	2.1334357734487e-05	0.00237539992954487	0.0019975713402178	SLC2A1/COL11A1/RYR2/ANKRD1/DRD2/KCNA5/DCN/FOS/PKD1L2/MAP2K4/KCNJ2/CDH2/SLC8A1/NRXN1/COL3A1/CTNNB1/NFKB1/PTGER4/ADGRV1/GJA1/ASNS/MTPN/CNTNAP2/TRPA1/TMC1/WHRN/TNC/GSN/DMD	29
GO:0099054	presynapse assembly	12/1172	47/18862	2.14552251700827e-05	0.00237539992954487	0.0019975713402178	LRRTM3/PTEN/CNTN5/LRFN5/CBLN1/CBLN2/WNT7A/WNT5A/NLGN1/PCLO/NLGN4X/IL1RAPL2	12
GO:0009187	cyclic nucleotide metabolic process	11/1172	40/18862	2.20727158819171e-05	0.00238194893961395	0.00200307867170252	PDE4B/GUCY1A2/RORA/PDE1A/ADCY5/ADCY2/PDE4D/PDE7B/PDE10A/ADCY8/GUCY2F	11
