ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030900	forebrain development	116/3336	357/18862	6.20061615989629e-12	3.52476844071195e-09	2.59891854357376e-09	SKI/EPHB2/MFSD2A/SLC2A1/EIF2B3/DMRTA2/DAB1/LHX8/SRGAP2C/NOTCH2NLC/LMX1A/TBX19/TNR/ATP2B4/SRGAP2/DISC1/PRKG1/ZMIZ1/NRG3/PTEN/SLIT1/FGFR2/BNIP3/TSKU/DYNC2H1/DRD2/FEZ1/CDON/LRP6/LRRK2/KCNC2/TCTN1/TBX3/GSX1/DCLK1/PCDH9/DCT/SYNE2/GSC/BCL11B/CCDC85C/ALDH1A2/FOXB1/BCL2A1/PAFAH1B1/MYO1D/IGF2BP1/NME1/NOG/SSTR2/CDH2/XRCC1/ARHGAP35/ALK/SLC8A1/RTN4/GLI2/NR4A2/LRP2/COL3A1/NRP2/ERBB4/BMP2/PLCB1/BTBD3/SSTR4/SRC/CRKL/OXTR/WNT7A/RARB/WNT5A/ROBO2/ROBO1/POU1F1/GSK3B/TMEM108/EPHB3/SLIT2/PPARGC1A/RBPJ/EPHA5/ANXA3/LEF1/FAT4/RAPGEF2/SEMA5A/DNAH5/ISL1/ZSWIM6/NDST1/DRD1/PHACTR1/POU3F2/NPY/NEUROD6/INHBA/GLI3/SEMA3A/CDK6/RELN/LAMB1/FOXP2/PLXNA4/CNTNAP2/EXT1/TRAPPC9/NFIB/PAX5/NTRK2/AGTPBP1/LPAR1/AKNA/DAB2IP/OPHN1/ATRX	116
GO:0001655	urogenital system development	106/3336	320/18862	1.37059472146799e-11	6.9787068614164e-09	5.14561196781399e-09	CTNNBIP1/EPHB2/NFIA/NOTCH2/VANGL2/PBX1/CENPF/TGFB2/NID1/KIF26B/GATA3/ITGA8/BICC1/DLG5/PTEN/CYP26A1/PLCE1/FGFR2/LGR4/WT1/CAT/YAP1/DYNC2H1/ZBTB16/PTPRO/LRRK2/DCN/COL4A1/FOXA1/FMN1/FBN1/ALDH1A2/MYO1E/GCNT3/FOXB1/SMAD6/SMAD3/IQGAP1/SOX8/PKD1L3/MYOCD/NOG/PECAM1/SMAD2/BCL2/SERPINB7/STK11/OSR1/SDC1/WDPCP/BMP10/CYP26B1/PAX8/GLI2/LRP2/EPHA4/TRAF3IP1/BMP2/BMP7/CRKL/AP1B1/RARB/CTNNB1/SMARCC1/WNT5A/ROBO2/EPHB3/PROM1/SLIT2/PDGFRA/ENPEP/FAT4/DCHS2/HPGD/IRX1/ADAMTS16/BASP1/ADAMTS6/GCNT4/MEF2C/FGF1/BMP6/VEGFA/TFAP2B/TBX18/EPHA7/TBC1D32/ESR1/DACT2/C1GALT1/BMPER/GLI3/MAGI2/AKR1B1/SOX17/SULF1/ANGPT1/EXT1/HAS2/TEK/ANXA1/GCNT1/ANKS6/TGFBR1/TNC/AGTR2	106
GO:0007416	synapse assembly	68/3336	173/18862	1.45087460736308e-11	6.9787068614164e-09	5.14561196781399e-09	EPHB2/ADGRL2/SEMA4A/LRRTM3/SPOCK2/DLG5/PTEN/SLIT1/BDNF/SHANK2/VSTM5/CNTN5/DRD2/NECTIN1/CLSTN3/PCDH17/SLITRK1/SLITRK6/GPC6/FARP1/LRFN5/FLRT2/CBLN1/NTN1/SDK2/CDH2/CBLN2/SHANK1/NRXN1/FZD5/ERBB4/CRKL/LRRN1/OXTR/WNT7A/WNT5A/ROBO2/GAP43/EPHB1/CLSTN2/NLGN1/EPHB3/IL1RAP/GABRA2/ADGRL3/GRID2/PDLIM5/GPM6A/CDH9/MAP1B/MEF2C/GABRB2/GABRG2/DRD1/ADGRF1/TPBG/EPHA7/SDK1/PCLO/PPP1R9A/NRCAM/LRRN3/UBE2V2/PTPRD/NTRK2/NLGN4X/IL1RAPL2/SLITRK4	68
GO:0001763	morphogenesis of a branching structure	70/3336	186/18862	7.60057577303107e-11	3.39474287919738e-08	2.50304675833655e-08	RERE/CTNNBIP1/CSF1/PBX1/NRP1/COL13A1/DLG5/FGFR2/LGR4/WT1/MDK/PGR/YAP1/DRD2/ST14/LRP6/LRRK2/NTN4/TBX3/SPRY2/COL4A1/FOXA1/SPINT1/FGF7/PML/SOX8/NOG/LAMA1/BCL2/RTN4/BCL11A/PAX8/GLI2/ACVR1/FZD5/BMP2/SRC/TGM2/BMP7/TGFBR2/CTNNB1/DAG1/WNT5A/CASR/MAP3K13/SLIT2/LEF1/EGF/FAT4/HHIP/EDNRA/SFRP2/ADAMTS16/FGF1/EDN1/VEGFA/EPHA7/RSPO3/ESR1/GLI3/SEMA3C/SEMA3E/SEMA3A/MET/SULF1/GRHL2/RSPO2/EXT1/TNC/AGTR2	70
GO:0010810	regulation of cell-substrate adhesion	78/3336	218/18862	1.13649211703774e-10	4.73765680522466e-08	3.49321787552653e-08	AJAP1/RCC2/COL16A1/CCN1/GBP1/CSF1/DISC1/NID1/NRP1/SPOCK2/PTEN/DOCK1/MDK/PTPRJ/PTPRO/MYF5/FERMT2/FMN1/THBS1/SMAD3/CORO2B/PEAK1/IQGAP1/CX3CL1/CDH13/BCAS3/BCL2/ACTN4/ROCK2/VIT/PRKCE/WDPCP/MAP4K4/CLASP1/ITGA6/RIN2/SRC/PREX1/CASS4/CRKL/FBLN2/DAG1/FAM107A/EPHA3/COL8A1/PHLDB2/CCDC80/GSK3B/PIK3CB/BST1/AP1AR/FGB/NPY2R/PIK3R1/EDIL3/EFNA5/SPOCK1/SPRY4/RREB1/NEDD9/CARMIL1/VEGFA/UTRN/AGR2/SEMA3E/CDK6/SERPINE1/COL26A1/PTK2B/PLEKHA2/HAS2/PTK2/KANK1/JAK2/ACER2/TEK/ARHGAP6/GPM6B	78
GO:0021537	telencephalon development	81/3336	231/18862	1.57642964364289e-10	6.16088410106189e-08	4.54260647312887e-08	SKI/EPHB2/MFSD2A/SLC2A1/EIF2B3/DMRTA2/DAB1/SRGAP2C/NOTCH2NLC/LMX1A/TNR/ATP2B4/SRGAP2/DISC1/ZMIZ1/NRG3/PTEN/BNIP3/TSKU/DRD2/FEZ1/CDON/LRP6/LRRK2/TCTN1/SYNE2/BCL11B/CCDC85C/FOXB1/BCL2A1/PAFAH1B1/IGF2BP1/NME1/CDH2/XRCC1/ALK/SLC8A1/RTN4/COL3A1/ERBB4/BMP2/PLCB1/BTBD3/CRKL/OXTR/RARB/WNT5A/ROBO2/ROBO1/GSK3B/TMEM108/EPHB3/SLIT2/EPHA5/ANXA3/LEF1/FAT4/DNAH5/ZSWIM6/DRD1/PHACTR1/POU3F2/NPY/NEUROD6/INHBA/GLI3/SEMA3A/CDK6/RELN/LAMB1/FOXP2/PLXNA4/CNTNAP2/EXT1/TRAPPC9/NFIB/PAX5/NTRK2/AGTPBP1/LPAR1/DAB2IP	81
GO:0051962	positive regulation of nervous system development	89/3336	263/18862	1.69601849484507e-10	6.23835508721541e-08	4.5997281779699e-08	EPHB2/DMRTA2/ADGRL2/LPAR3/NGF/SEMA4A/PLXNA2/DISC1/NRP1/ZNF365/EGR2/LRRTM3/DLG5/BDNF/CAPRIN1/MDK/MAP6/TENM4/VSTM5/DRD2/CLSTN3/DNM1L/PLXNC1/SLITRK1/SLITRK6/DCT/PRKCH/FLRT2/DICER1/SPINT1/SOX8/CBLN1/CX3CL1/IST1/NTN1/TRPV2/CBLN2/STK11/NRXN1/LRP2/XRCC5/EPHA4/SERPINE2/BMP2/NKX2-2/TIAM1/LRRN1/OXTR/PPARG/WNT7A/GOLGA4/CTNNB1/DAG1/ROBO2/ROBO1/KALRN/EPHB1/CLSTN2/PRKCI/NLGN1/EPHB3/MAP3K13/IL1RAP/SLIT2/RUFY3/GRID2/VEGFC/SEMA5A/MAP1B/MAN2A1/CDKL3/VEGFA/TPBG/UFL1/OPRM1/TIAM2/GLI3/LIMK1/CUX1/RELN/LRRN3/PTPRZ1/PLXNA4/XRCC2/UBE2V2/PTPRD/NTRK2/TRIM32/PAK3	89
GO:0072001	renal system development	95/3336	288/18862	2.01776137665089e-10	6.74081598579345e-08	4.97020781903007e-08	CTNNBIP1/NFIA/NOTCH2/VANGL2/PBX1/CENPF/TGFB2/NID1/KIF26B/GATA3/ITGA8/BICC1/DLG5/CYP26A1/PLCE1/FGFR2/LGR4/WT1/CAT/YAP1/DYNC2H1/ZBTB16/PTPRO/LRRK2/DCN/COL4A1/FMN1/FBN1/ALDH1A2/MYO1E/GCNT3/SMAD6/SMAD3/IQGAP1/SOX8/PKD1L3/MYOCD/NOG/PECAM1/SMAD2/BCL2/SERPINB7/OSR1/SDC1/WDPCP/BMP10/CYP26B1/PAX8/GLI2/LRP2/EPHA4/TRAF3IP1/BMP2/BMP7/AP1B1/RARB/CTNNB1/WNT5A/ROBO2/PROM1/SLIT2/PDGFRA/ENPEP/FAT4/DCHS2/HPGD/IRX1/ADAMTS16/BASP1/ADAMTS6/GCNT4/MEF2C/FGF1/BMP6/VEGFA/TFAP2B/TBX18/EPHA7/TBC1D32/DACT2/C1GALT1/BMPER/GLI3/MAGI2/AKR1B1/SOX17/SULF1/ANGPT1/EXT1/HAS2/TEK/GCNT1/ANKS6/TGFBR1/AGTR2	95
GO:0051960	regulation of nervous system development	127/3336	422/18862	2.04822491172358e-10	6.74081598579345e-08	4.97020781903007e-08	SKI/EPHB2/NCMAP/YTHDF2/DMRTA2/DAB1/ADGRL2/LPAR3/NGF/SEMA4A/TNR/PLXNA2/DUSP10/DISC1/NRP1/ZNF365/EGR2/LRRTM3/DLG5/PTEN/SLIT1/ASCL2/ARNTL/BDNF/CAPRIN1/MDK/MAP6/TENM4/CTSC/VSTM5/TRPC6/YAP1/DRD2/SORL1/CLSTN3/DNM1L/DIP2B/PLXNC1/RNF6/WASF3/SLITRK1/SLITRK6/DCT/PRKCH/FLRT2/DICER1/SPINT1/PRTG/SOX8/CBLN1/CX3CL1/IST1/NTN1/TRPV2/NOG/CBLN2/STK11/LDLR/NRXN1/RTN4/LRP2/MAP2/XRCC5/EPHA4/SERPINE2/BMP2/NKX2-2/BMP7/TIAM1/LRRN1/OXTR/PPARG/WNT7A/RARB/GOLGA4/GORASP1/CTNNB1/DAG1/WNT5A/ROBO2/ROBO1/SEMA5B/KALRN/EPHB1/CLSTN2/PRKCI/NLGN1/EPHB3/MAP3K13/IL1RAP/SLIT2/RUFY3/GRID2/PPP3CA/RAPGEF2/VEGFC/SEMA5A/MAP1B/MAN2A1/CDKL3/CTNNA1/VEGFA/TPBG/EPHA7/UFL1/OPRM1/TIAM2/GLI3/LIMK1/SEMA3C/SEMA3E/SEMA3A/SEMA3D/ELAPOR2/CUX1/RELN/LRRN3/PTPRZ1/PLXNA4/XRCC2/UBE2V2/TG/PTPRD/NTRK2/TRIM32/BRINP1/PAK3	127
GO:0060284	regulation of cell development	141/3336	485/18862	2.97648449806883e-10	9.30597878321218e-08	6.86158005344287e-08	SKI/RCC2/EPHB2/YTHDF2/DMRTA2/DAB1/LPAR3/GBP1/NGF/NOTCH2/SEMA4A/SLAMF8/TNR/PLXNA2/DUSP10/DISC1/NRP1/ZNF365/EGR2/PTEN/DOCK1/ASCL2/ARNTL/BDNF/CAPRIN1/MDK/MAP6/TENM4/TRPC6/YAP1/DRD2/SORL1/PDE3A/DNM1L/LRRK2/DIP2B/MYF5/PLXNC1/IGF1/RNF6/EDNRB/SLITRK1/DCT/FERMT2/PRKCH/GPR68/DICER1/SPINT1/FBN1/PRTG/SOX8/CX3CL1/CDH5/IST1/NTN1/TRPV2/NOG/BCL2/STK11/LDLR/ACTN4/ROCK2/RTN4/BCL11A/LRP2/FRZB/MAP2/XRCC5/EPHA4/SERPINE2/HDAC4/BMP2/PLCB1/NKX2-2/PREX1/CASS4/BMP7/TIAM1/CRKL/PPARG/WNT7A/THRB/GOLGA4/GORASP1/CTNNB1/DAG1/WNT5A/ROBO2/ROBO1/GSK3B/SEMA5B/KALRN/PRKCI/MAP3K13/SLIT2/CLOCK/RUFY3/PPP3CA/AP1AR/FBXW7/FGB/RAPGEF2/VEGFC/SEMA5A/MAP1B/EFNA5/MAN2A1/CDKL3/CTNNA1/SPRY4/RREB1/NEDD9/CARMIL1/VEGFA/EPHA7/UFL1/OPRM1/TIAM2/HDAC9/GLI3/LIMK1/SEMA3C/SEMA3E/SEMA3A/SEMA3D/CUX1/RELN/PTPRZ1/PLXNA4/XRCC2/ADGRA2/HAS2/TRIB1/KANK1/RFX3/PTPRD/NTRK2/TRIM32/BRINP1/PAEP/PAK3	141
